number,latitude,longitude,time
1,50.9824232643285,3.77788240203625,-
2,50.9824234066441,3.77788226151483,-
3,50.9824235489597,3.77788212099342,-
4,50.9824236912753,3.77788198047201,-
5,50.9824238335909,3.77788183995059,-
6,50.9824239759065,3.77788169942918,-
7,50.9824241182221,3.77788155890777,-
8,50.9824242605377,3.77788141838635,-
9,50.9824244028533,3.77788127786494,-
10,50.9824245451689,3.77788113734353,-
11,50.9824246874845,3.77788099682211,-
12,50.9824248298002,3.7778808563007,-
13,50.9824249721158,3.77788071577929,-
14,50.9824251144314,3.77788057525787,-
15,50.982425256747,3.77788043473646,-
16,50.9824253990626,3.77788029421505,-
17,50.9824255413782,3.77788015369363,-
18,50.9824256836938,3.77788001317222,-
19,50.9824258260094,3.77787987265081,-
20,50.982425968325,3.77787973212939,-
21,50.9824261106406,3.77787959160798,-
22,50.9824262529562,3.77787945108657,-
23,50.9824263952718,3.77787931056515,-
24,50.9824265375875,3.77787917004374,-
25,50.9824266799031,3.77787902952233,-
26,50.9824268222187,3.77787888900091,-
27,50.9824269645343,3.7778787484795,-
28,50.9824271068499,3.77787860795809,-
29,50.9824272491655,3.77787846743667,-
30,50.9824273914811,3.77787832691526,-
31,50.9824275337967,3.77787818639385,-
32,50.9824276761123,3.77787804587243,-
33,50.9824278184279,3.77787790535102,-
34,50.9824279607435,3.77787776482961,-
35,50.9824281030591,3.77787762430819,-
36,50.9824282453748,3.77787748378678,-
37,50.9824283876904,3.77787734326537,-
38,50.982428530006,3.77787720274395,-
39,50.9824286723216,3.77787706222254,-
40,50.9824288146372,3.77787692170113,-
41,50.9824289569528,3.77787678117971,-
42,50.9824290992684,3.7778766406583,-
43,50.982429241584,3.77787650013689,-
44,50.9824293838996,3.77787635961547,-
45,50.9824295262152,3.77787621909406,-
46,50.9824296685308,3.77787607857265,-
47,50.9824298108464,3.77787593805123,-
48,50.9824299531621,3.77787579752982,-
49,50.9824300954777,3.77787565700841,-
50,50.9824302377933,3.77787551648699,-
51,50.9824303801089,3.77787537596558,-
52,50.9824305224245,3.77787523544417,-
53,50.9824306647401,3.77787509492275,-
54,50.9824308070557,3.77787495440134,-
55,50.9824309493713,3.77787481387993,-
56,50.9824310916869,3.77787467335851,-
57,50.9824312340025,3.7778745328371,-
58,50.9824313763181,3.77787439231569,-
59,50.9824315186338,3.77787425179427,-
60,50.9824316609494,3.77787411127286,-
61,50.982431803265,3.77787397075145,-
62,50.9824319455806,3.77787383023003,-
63,50.9824320878962,3.77787368970862,-
64,50.9824322302118,3.77787354918721,-
65,50.9824323725274,3.77787340866579,-
66,50.982432514843,3.77787326814438,-
67,50.9824326571586,3.77787312762297,-
68,50.9824327994742,3.77787298710155,-
69,50.9824329417898,3.77787284658014,-
70,50.9824330841054,3.77787270605873,-
71,50.9824332264211,3.77787256553731,-
72,50.9824333687367,3.7778724250159,-
73,50.9824335110523,3.77787228449449,-
74,50.9824336533679,3.77787214397307,-
75,50.9824337956835,3.77787200345166,-
76,50.9824339379991,3.77787186293025,-
77,50.9824340803147,3.77787172240883,-
78,50.9824342226303,3.77787158188742,-
79,50.9824343649459,3.77787144136601,-
80,50.9824345072615,3.77787130084459,-
81,50.9824346495771,3.77787116032318,-
82,50.9824347918927,3.77787101980177,-
83,50.9824349342083,3.77787087928035,-
84,50.982435076524,3.77787073875894,-
85,50.9824352188396,3.77787059823753,-
86,50.9824353611552,3.77787045771611,-
87,50.9824355034708,3.7778703171947,-
88,50.9824356457864,3.77787017667329,-
89,50.982435788102,3.77787003615187,-
90,50.9824359304176,3.77786989563046,-
91,50.9824360727332,3.77786975510904,-
92,50.9824362150488,3.77786961458763,-
93,50.9824363573644,3.77786947406622,-
94,50.98243649968,3.7778693335448,-
95,50.9824366419956,3.77786919302339,-
96,50.9824367843113,3.77786905250198,-
97,50.9824369266269,3.77786891198057,-
98,50.9824370689425,3.77786877145915,-
99,50.9824372112581,3.77786863093774,-
100,50.9824373535737,3.77786849041633,-
101,50.9824374958893,3.77786834989491,-
102,50.9824376382049,3.7778682093735,-
103,50.9824377805205,3.77786806885209,-
104,50.9824379228361,3.77786792833067,-
105,50.9824380651517,3.77786778780926,-
106,50.9824382074673,3.77786764728785,-
107,50.982438349783,3.77786750676643,-
108,50.9824384920986,3.77786736624502,-
109,50.9824386344142,3.77786722572361,-
110,50.9824387767298,3.77786708520219,-
111,50.9824389190454,3.77786694468078,-
112,50.982439061361,3.77786680415936,-
113,50.9824392036766,3.77786666363795,-
114,50.9824393459922,3.77786652311654,-
115,50.9824394883078,3.77786638259513,-
116,50.9824396306234,3.77786624207371,-
117,50.982439772939,3.7778661015523,-
118,50.9824399152546,3.77786596103088,-
119,50.9824400575703,3.77786582050947,-
120,50.9824401998859,3.77786567998806,-
121,50.9824403422015,3.77786553946664,-
